episode_id,record_id,action_label,scene_id,region,regret,regret_group,failure_type,current_entropy,current_margin,current_pose_confidence,predicted_stays,safe_oracle_stays,selected_true_utility,safe_oracle_utility,candidate_count,selected_geodesic,oracle_geodesic,selected_azimuth,oracle_azimuth,candidate_viewpoint_ids,predicted_candidate_viewpoint_id,candidate_oracle_viewpoint_id
babel_val_02066_000__00006-HkseAnWCgqk__bedroom__v01,babel_val_02066_000,stumble,00006-HkseAnWCgqk,bedroom,0.0,G0_near_optimal,D_correct_safe_action,1.1749966182002405,0.5677300691604614,0.8523281812667847,False,False,3.038163423538208,3.038163423538208,2,2.1213207244873047,2.1213207244873047,-90.0,-90.0,"[7, 26]",7,7
babel_val_02170_003__00006-HkseAnWCgqk__bedroom__v26,babel_val_02170_003,a pose,00006-HkseAnWCgqk,bedroom,0.0,G0_near_optimal,D_correct_safe_action,1.1898494085488314,0.022445784881711006,0.29299548268318176,False,False,8.263500213623047,8.263500213623047,2,4.537651062011719,4.537651062011719,-135.0,-135.0,"[1, 7]",7,7
babel_val_02193_000__00006-HkseAnWCgqk__bedroom__v01,babel_val_02193_000,jump,00006-HkseAnWCgqk,bedroom,0.0,G0_near_optimal,D_correct_safe_action,0.03767475072572592,0.9884430170059204,0.7557812333106995,True,True,0.0,0.0,2,,,,,"[7, 26]",7,7
babel_val_02203_000__00006-HkseAnWCgqk__bedroom__v01,babel_val_02203_000,a pose,00006-HkseAnWCgqk,bedroom,0.0,G0_near_optimal,D_correct_safe_action,0.004268286518716148,0.9993967413902283,0.8438359498977661,False,False,0.00032869230926735327,0.00032869230926735327,2,2.1213207244873047,2.1213207244873047,-90.0,-90.0,"[7, 26]",7,7
babel_val_02381_003__00006-HkseAnWCgqk__bedroom__v01,babel_val_02381_003,a pose,00006-HkseAnWCgqk,bedroom,0.0,G0_near_optimal,D_correct_safe_action,1.2931469164814646,0.2151017189025879,0.7648285627365112,False,False,2.55821479295264,2.55821479295264,2,2.1213207244873047,2.1213207244873047,-90.0,-90.0,"[7, 26]",7,7
babel_val_02439_000__00006-HkseAnWCgqk__bedroom__v26,babel_val_02439_000,jog,00006-HkseAnWCgqk,bedroom,0.09777387976646423,G1_low_regret,B_unnecessary_move,0.5875633890268012,0.796348512172699,0.5895910263061523,False,True,-0.09777387976646423,0.0,2,4.537651062011719,,-135.0,,"[1, 7]",7,7
babel_val_02541_013__00006-HkseAnWCgqk__bedroom__v26,babel_val_02541_013,walk,00006-HkseAnWCgqk,bedroom,2.17937171459198,G2_moderate_regret,B_unnecessary_move,1.5170148662207048,0.14598345756530762,0.7010719180107117,False,True,-2.17937171459198,0.0,2,4.537651062011719,,-135.0,,"[1, 7]",7,1
babel_val_02584_000__00006-HkseAnWCgqk__bedroom__v01,babel_val_02584_000,jog,00006-HkseAnWCgqk,bedroom,7.478245974052697,G3_high_regret,B_unnecessary_move,0.007659970153531586,0.9985842108726501,0.7845393419265747,False,True,-7.478245974052697,0.0,2,2.1213207244873047,,-90.0,,"[7, 26]",7,26
babel_val_02592_004__00006-HkseAnWCgqk__bedroom__v26,babel_val_02592_004,lie,00006-HkseAnWCgqk,bedroom,9.227585554122925,G3_high_regret,C2_wrong_high_utility_loss,1.0583109478393724,0.11769130825996399,0.772362470626831,False,False,4.404759407043457,13.632344961166382,2,2.423269510269165,4.537651062011719,-45.0,-135.0,"[1, 7]",1,7
babel_val_02765_002__00006-HkseAnWCgqk__bedroom__v26,babel_val_02765_002,jump,00006-HkseAnWCgqk,bedroom,0.0,G0_near_optimal,D_correct_safe_action,0.22254789726703306,0.907873809337616,0.26290223002433777,False,False,14.534133911132812,14.534133911132812,2,4.537651062011719,4.537651062011719,-135.0,-135.0,"[1, 7]",7,7
babel_val_02769_003__00006-HkseAnWCgqk__bedroom__v01,babel_val_02769_003,stand up,00006-HkseAnWCgqk,bedroom,0.0,G0_near_optimal,D_correct_safe_action,0.005311541576971705,0.999082624912262,0.7405423521995544,True,True,0.0,0.0,2,,,,,"[7, 26]",7,26
babel_val_02969_013__00006-HkseAnWCgqk__bedroom__v26,babel_val_02969_013,walk,00006-HkseAnWCgqk,bedroom,0.0,G0_near_optimal,D_correct_safe_action,0.7223816350956207,0.7738693356513977,0.5515801906585693,False,False,2.751476041972637,2.751476041972637,2,4.537651062011719,4.537651062011719,-135.0,-135.0,"[1, 7]",7,7
babel_val_03265_006__00006-HkseAnWCgqk__bedroom__v01,babel_val_03265_006,stand up,00006-HkseAnWCgqk,bedroom,1.807798594236374,G1_low_regret,A_missed_move,1.0389678940874392,0.533471941947937,0.6629635095596313,True,False,0.0,1.807798594236374,2,,2.423269510269165,,45.0,"[7, 26]",7,26
babel_val_03290_009__00006-HkseAnWCgqk__bedroom__v01,babel_val_03290_009,t pose,00006-HkseAnWCgqk,bedroom,0.0,G0_near_optimal,D_correct_safe_action,1.123561436204779,0.41259637475013733,0.8200324773788452,False,False,0.4529399015009403,0.4529399015009403,2,2.1213207244873047,2.1213207244873047,-90.0,-90.0,"[7, 26]",7,7
babel_val_03330_000__00006-HkseAnWCgqk__bedroom__v26,babel_val_03330_000,throw,00006-HkseAnWCgqk,bedroom,0.6704189777374268,G1_low_regret,B_unnecessary_move,0.7892367239445699,0.7448843121528625,0.44171300530433655,False,True,-0.6704189777374268,0.0,2,4.537651062011719,,-135.0,,"[1, 7]",7,7
babel_val_03474_001__00006-HkseAnWCgqk__bedroom__v01,babel_val_03474_001,a pose,00006-HkseAnWCgqk,bedroom,0.0005294428410707042,G0_near_optimal,C1_wrong_near_optimal,0.8928001012318564,0.4018590748310089,0.7533926963806152,False,False,1.354884120519273,1.3554135633603437,2,2.1213207244873047,2.423269510269165,-90.0,45.0,"[7, 26]",7,26
babel_val_03474_002__00006-HkseAnWCgqk__bedroom__v26,babel_val_03474_002,a pose,00006-HkseAnWCgqk,bedroom,0.0,G0_near_optimal,D_correct_safe_action,0.16379037283351391,0.9392833113670349,0.6596230864524841,False,False,0.032132956432178617,0.032132956432178617,2,4.537651062011719,4.537651062011719,-135.0,-135.0,"[1, 7]",7,7
babel_val_03480_008__00006-HkseAnWCgqk__bedroom__v01,babel_val_03480_008,jump,00006-HkseAnWCgqk,bedroom,0.0,G0_near_optimal,D_correct_safe_action,0.09329234059408938,0.9713863134384155,0.7332984805107117,False,False,0.01379568432457745,0.01379568432457745,2,2.1213207244873047,2.1213207244873047,-90.0,-90.0,"[7, 26]",7,7
babel_val_03720_000__00006-HkseAnWCgqk__bedroom__v07,babel_val_03720_000,knock,00006-HkseAnWCgqk,bedroom,0.0,G0_near_optimal,D_correct_safe_action,0.6745355173539784,0.5572896599769592,0.765680193901062,False,False,4.062180726468796,4.062180726468796,2,2.1213207244873047,2.1213207244873047,90.0,90.0,"[1, 26]",1,1
babel_val_03823_000__00006-HkseAnWCgqk__bedroom__v01,babel_val_03823_000,sit,00006-HkseAnWCgqk,bedroom,0.8176017599180341,G1_low_regret,B_unnecessary_move,0.03427419191904229,0.9921228885650635,0.821967363357544,False,True,-0.8176017599180341,0.0,2,2.1213207244873047,,-90.0,,"[7, 26]",7,7
babel_val_03845_000__00006-HkseAnWCgqk__bedroom__v07,babel_val_03845_000,a pose,00006-HkseAnWCgqk,bedroom,0.0008668901864439249,G0_near_optimal,A_missed_move,0.010076012423213708,0.9983299970626831,0.9234184622764587,True,False,0.0,0.0008668901864439249,2,,2.1213207244873047,,90.0,"[1, 26]",1,1
babel_val_03893_014__00006-HkseAnWCgqk__bedroom__v01,babel_val_03893_014,kick,00006-HkseAnWCgqk,bedroom,2.5593908727169037,G2_moderate_regret,B_unnecessary_move,0.5732863172698108,0.5162443518638611,0.7554625272750854,False,True,-2.5593908727169037,0.0,2,2.1213207244873047,,-90.0,,"[7, 26]",7,26
babel_val_03972_003__00006-HkseAnWCgqk__bedroom__v01,babel_val_03972_003,sit,00006-HkseAnWCgqk,bedroom,0.0,G0_near_optimal,D_correct_safe_action,0.0051357581845058045,0.9988975524902344,0.6860054135322571,True,True,0.0,0.0,2,,,,,"[7, 26]",7,7
babel_val_03972_009__00006-HkseAnWCgqk__bedroom__v01,babel_val_03972_009,stand up,00006-HkseAnWCgqk,bedroom,1.4661316527053714e-05,G0_near_optimal,A_missed_move,0.0011777263201258898,0.9998297095298767,0.7587149739265442,True,False,0.0,1.4661316527053714e-05,2,,2.1213207244873047,,-90.0,"[7, 26]",7,7
babel_val_04108_008__00006-HkseAnWCgqk__bedroom__v26,babel_val_04108_008,walk,00006-HkseAnWCgqk,bedroom,0.0,G0_near_optimal,D_correct_safe_action,1.103909744388908,0.23262447118759155,0.5377750992774963,False,False,10.967630803585052,10.967630803585052,2,4.537651062011719,4.537651062011719,-135.0,-135.0,"[1, 7]",7,7
babel_val_04147_001__00006-HkseAnWCgqk__bedroom__v07,babel_val_04147_001,jump,00006-HkseAnWCgqk,bedroom,0.0,G0_near_optimal,D_correct_safe_action,0.3314000291982461,0.8759024143218994,0.7871845364570618,False,False,6.774462264031172,6.774462264031172,2,2.1213207244873047,2.1213207244873047,90.0,90.0,"[1, 26]",1,1
babel_val_04207_013__00006-HkseAnWCgqk__bedroom__v01,babel_val_04207_013,sit,00006-HkseAnWCgqk,bedroom,0.0,G0_near_optimal,D_correct_safe_action,0.5927998554964876,0.4520506262779236,0.842697024345398,False,False,11.796200729906559,11.796200729906559,2,2.1213207244873047,2.1213207244873047,-90.0,-90.0,"[7, 26]",7,7
babel_val_04235_016__00006-HkseAnWCgqk__bedroom__v01,babel_val_04235_016,throw,00006-HkseAnWCgqk,bedroom,0.0,G0_near_optimal,D_correct_safe_action,0.10870633919631477,0.9672033786773682,0.8046066164970398,False,False,6.349427089095116,6.349427089095116,2,2.1213207244873047,2.1213207244873047,-90.0,-90.0,"[7, 26]",7,7
babel_val_04235_018__00006-HkseAnWCgqk__bedroom__v26,babel_val_04235_018,throw,00006-HkseAnWCgqk,bedroom,1.6120503917336464,G1_low_regret,B_unnecessary_move,0.38514615713757205,0.8492017388343811,0.5957639813423157,False,True,-1.6120503917336464,0.0,2,4.537651062011719,,-135.0,,"[1, 7]",7,7
babel_val_04240_000__00006-HkseAnWCgqk__bedroom__v26,babel_val_04240_000,throw,00006-HkseAnWCgqk,bedroom,0.6704189777374268,G1_low_regret,B_unnecessary_move,0.7892367239445699,0.7448843121528625,0.44171300530433655,False,True,-0.6704189777374268,0.0,2,4.537651062011719,,-135.0,,"[1, 7]",7,7
babel_val_04276_001__00006-HkseAnWCgqk__bedroom__v01,babel_val_04276_001,t pose,00006-HkseAnWCgqk,bedroom,3.347665011882782,G2_moderate_regret,C2_wrong_high_utility_loss,1.2896654992060679,0.13555078208446503,0.7599223852157593,False,False,-0.22607684135437012,3.121588170528412,2,2.1213207244873047,2.423269510269165,-90.0,45.0,"[7, 26]",7,26
babel_val_04396_000__00006-HkseAnWCgqk__bedroom__v01,babel_val_04396_000,jog,00006-HkseAnWCgqk,bedroom,0.0,G0_near_optimal,D_correct_safe_action,0.0008604822471388021,0.9998833537101746,0.7758740186691284,True,True,0.0,0.0,2,,,,,"[7, 26]",7,26
babel_val_04478_005__00006-HkseAnWCgqk__bedroom__v26,babel_val_04478_005,sit,00006-HkseAnWCgqk,bedroom,0.004329795017838478,G1_low_regret,B_unnecessary_move,0.1174823113340307,0.9714889526367188,0.3685116171836853,False,True,-0.004329795017838478,0.0,2,4.537651062011719,,-135.0,,"[1, 7]",7,7
babel_val_04539_006__00006-HkseAnWCgqk__bedroom__v07,babel_val_04539_006,move up/down incline,00006-HkseAnWCgqk,bedroom,0.0,G0_near_optimal,D_correct_safe_action,0.9915023680628687,0.5847671031951904,0.7045678496360779,False,False,0.32221794745419174,0.32221794745419174,2,2.1213207244873047,2.1213207244873047,90.0,90.0,"[1, 26]",1,1
babel_val_04539_007__00006-HkseAnWCgqk__bedroom__v26,babel_val_04539_007,move up/down incline,00006-HkseAnWCgqk,bedroom,0.0,G0_near_optimal,D_correct_safe_action,0.5590661250570409,0.6622486710548401,0.8055875897407532,False,False,11.823955665691756,11.823955665691756,2,4.537651062011719,4.537651062011719,-135.0,-135.0,"[1, 7]",7,7
babel_val_04539_010__00006-HkseAnWCgqk__bedroom__v26,babel_val_04539_010,move up/down incline,00006-HkseAnWCgqk,bedroom,0.6411277642473578,G1_low_regret,C2_wrong_high_utility_loss,0.43717022751692514,0.8725399971008301,0.5126733183860779,False,False,4.240047872066498,4.881175636313856,2,4.537651062011719,2.423269510269165,-135.0,-45.0,"[1, 7]",7,1
babel_val_04539_024__00006-HkseAnWCgqk__bedroom__v01,babel_val_04539_024,move up/down incline,00006-HkseAnWCgqk,bedroom,0.0,G0_near_optimal,D_correct_safe_action,0.4299867471609238,0.7937240600585938,0.5321557521820068,False,False,8.203662183135748,8.203662183135748,2,2.1213207244873047,2.1213207244873047,-90.0,-90.0,"[7, 26]",7,7
babel_val_04572_003__00006-HkseAnWCgqk__bedroom__v26,babel_val_04572_003,stand up,00006-HkseAnWCgqk,bedroom,0.0,G0_near_optimal,D_correct_safe_action,0.14453801158100263,0.9667105078697205,0.25670868158340454,False,False,4.618998904363252,4.618998904363252,2,4.537651062011719,4.537651062011719,-135.0,-135.0,"[1, 7]",7,7
babel_val_04587_000__00006-HkseAnWCgqk__bedroom__v01,babel_val_04587_000,jog,00006-HkseAnWCgqk,bedroom,0.0,G0_near_optimal,D_correct_safe_action,0.007095020802057893,0.9983085989952087,0.9007443785667419,True,True,0.0,0.0,2,,,,,"[7, 26]",7,7
babel_val_04799_010__00006-HkseAnWCgqk__bedroom__v01,babel_val_04799_010,stand up,00006-HkseAnWCgqk,bedroom,5.756773948669434,G2_moderate_regret,A_missed_move,0.19492607062467135,0.9027342796325684,0.8941760659217834,True,False,0.0,5.756773948669434,2,,2.423269510269165,,45.0,"[7, 26]",7,26
babel_val_04819_002__00006-HkseAnWCgqk__bedroom__v26,babel_val_04819_002,move up/down incline,00006-HkseAnWCgqk,bedroom,0.0,G0_near_optimal,D_correct_safe_action,1.4772329193334555,0.3139877915382385,0.6522860527038574,False,False,7.204511762070979,7.204511762070979,2,4.537651062011719,4.537651062011719,-135.0,-135.0,"[1, 7]",7,7
babel_val_04822_000__00006-HkseAnWCgqk__bedroom__v07,babel_val_04822_000,throw,00006-HkseAnWCgqk,bedroom,0.05392150580883026,G1_low_regret,A_missed_move,0.3044184070940003,0.8373274207115173,0.9120960831642151,True,False,0.0,0.05392150580883026,2,,2.1213207244873047,,90.0,"[1, 26]",1,1
babel_val_04829_002__00006-HkseAnWCgqk__bedroom__v26,babel_val_04829_002,crawl,00006-HkseAnWCgqk,bedroom,0.0,G0_near_optimal,D_correct_safe_action,0.9002322003284683,0.4936809241771698,0.22584989666938782,False,False,9.682395167241339,9.682395167241339,2,4.537651062011719,4.537651062011719,-135.0,-135.0,"[1, 7]",7,7
babel_val_05011_002__00006-HkseAnWCgqk__bedroom__v26,babel_val_05011_002,jog,00006-HkseAnWCgqk,bedroom,0.0,G0_near_optimal,D_correct_safe_action,1.3766561588556225,0.04690307006239891,0.35276979207992554,False,False,8.120546841062605,8.120546841062605,2,4.537651062011719,4.537651062011719,-135.0,-135.0,"[1, 7]",7,7
babel_val_05026_007__00006-HkseAnWCgqk__bedroom__v07,babel_val_05026_007,t pose,00006-HkseAnWCgqk,bedroom,0.0,G0_near_optimal,D_correct_safe_action,0.004055406878628457,0.9993851780891418,0.8795509934425354,False,False,0.0003946205933971214,0.0003946205933971214,2,2.1213207244873047,2.1213207244873047,90.0,90.0,"[1, 26]",1,1
babel_val_05026_025__00006-HkseAnWCgqk__bedroom__v26,babel_val_05026_025,stumble,00006-HkseAnWCgqk,bedroom,6.647288770414889,G3_high_regret,C2_wrong_high_utility_loss,0.7724874799921153,0.6469822525978088,0.6940144896507263,False,False,2.313289165496826,8.960577935911715,2,4.537651062011719,2.423269510269165,-135.0,-45.0,"[1, 7]",7,1
babel_val_05026_026__00006-HkseAnWCgqk__bedroom__v26,babel_val_05026_026,stumble,00006-HkseAnWCgqk,bedroom,0.0,G0_near_optimal,D_correct_safe_action,0.008142788312844726,0.9984523057937622,0.4544598162174225,False,False,7.193717956542969,7.193717956542969,2,4.537651062011719,4.537651062011719,-135.0,-135.0,"[1, 7]",7,7
babel_val_05117_000__00006-HkseAnWCgqk__bedroom__v01,babel_val_05117_000,kick,00006-HkseAnWCgqk,bedroom,2.402831792831421,G2_moderate_regret,B_unnecessary_move,1.4082652811219072,0.012354402802884579,0.7958105206489563,False,True,-2.402831792831421,0.0,2,2.1213207244873047,,-90.0,,"[7, 26]",7,7
babel_val_05336_000__00006-HkseAnWCgqk__bedroom__v01,babel_val_05336_000,sit,00006-HkseAnWCgqk,bedroom,0.0012429759372025728,G1_low_regret,A_missed_move,0.01458860401684243,0.9967864751815796,0.7281065583229065,True,False,0.0,0.0012429759372025728,2,,2.1213207244873047,,-90.0,"[7, 26]",7,7
babel_val_05367_020__00006-HkseAnWCgqk__bedroom__v07,babel_val_05367_020,jump,00006-HkseAnWCgqk,bedroom,0.0,G0_near_optimal,D_correct_safe_action,0.0181900911458978,0.9957703948020935,0.7397427558898926,False,False,4.837743282318115,4.837743282318115,2,2.1213207244873047,2.1213207244873047,90.0,90.0,"[1, 26]",1,1
babel_val_05393_000__00006-HkseAnWCgqk__bedroom__v26,babel_val_05393_000,t pose,00006-HkseAnWCgqk,bedroom,4.566569220274687,G2_moderate_regret,C2_wrong_high_utility_loss,0.5070101284292912,0.6283277869224548,0.6301573514938354,False,False,-4.368105798959732,0.19846342131495476,2,4.537651062011719,2.423269510269165,-135.0,-45.0,"[1, 7]",7,1
babel_val_05437_000__00006-HkseAnWCgqk__bedroom__v07,babel_val_05437_000,throw,00006-HkseAnWCgqk,bedroom,0.6704189777374268,G1_low_regret,A_missed_move,0.24665937303211888,0.9123091101646423,0.904942512512207,True,False,0.0,0.6704189777374268,2,,4.537651062011719,,135.0,"[1, 26]",1,26
babel_val_05473_003__00006-HkseAnWCgqk__bedroom__v07,babel_val_05473_003,a pose,00006-HkseAnWCgqk,bedroom,0.0,G0_near_optimal,D_correct_safe_action,0.0006040429318857774,0.9999070167541504,0.9458377957344055,True,True,0.0,0.0,2,,,,,"[1, 26]",1,26
babel_val_05484_009__00006-HkseAnWCgqk__bedroom__v01,babel_val_05484_009,walk,00006-HkseAnWCgqk,bedroom,2.6881373057258315,G2_moderate_regret,B_unnecessary_move,0.005995756000970335,0.9986067414283752,0.7634891867637634,False,True,-2.6881373057258315,0.0,2,2.1213207244873047,,-90.0,,"[7, 26]",7,26
babel_val_05566_001__00006-HkseAnWCgqk__bedroom__v01,babel_val_05566_001,a pose,00006-HkseAnWCgqk,bedroom,0.0,G0_near_optimal,D_correct_safe_action,0.31979388237461837,0.8171617388725281,0.6851956248283386,False,False,2.4034734566521365,2.4034734566521365,2,2.1213207244873047,2.1213207244873047,-90.0,-90.0,"[7, 26]",7,7
babel_val_05576_005__00006-HkseAnWCgqk__bedroom__v26,babel_val_05576_005,t pose,00006-HkseAnWCgqk,bedroom,2.2053464022064873e-05,G0_near_optimal,A_missed_move,0.0002818172319451819,0.9999616742134094,0.6541377902030945,True,False,0.0,2.2053464022064873e-05,2,,4.537651062011719,,-135.0,"[1, 7]",1,7
babel_val_05620_000__00006-HkseAnWCgqk__bedroom__v26,babel_val_05620_000,throw,00006-HkseAnWCgqk,bedroom,2.815375328063965,G2_moderate_regret,C2_wrong_high_utility_loss,0.9154737312872877,0.25270599126815796,0.35083088278770447,False,False,4.746577262878418,7.561952590942383,2,4.537651062011719,2.423269510269165,-135.0,-45.0,"[1, 7]",7,1
babel_val_05725_005__00006-HkseAnWCgqk__bedroom__v07,babel_val_05725_005,kick,00006-HkseAnWCgqk,bedroom,4.428713321685791,G2_moderate_regret,B_unnecessary_move,0.2889835002871177,0.834073007106781,0.79137122631073,False,True,-4.428713321685791,0.0,2,2.1213207244873047,,90.0,,"[1, 26]",1,26
